path,class,status,exclusion_reasons,md5,min_dim
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/119.jpg,Non_Conjunctivitis,RETAINED,None,42dc048cf039d22cbb7eea1a9475188e,228
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/12.jpg,Non_Conjunctivitis,RETAINED,None,50b153fc32376102b272a3287088edea,587
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/120.jpg,Non_Conjunctivitis,RETAINED,None,5e6461fa88177c2b03bf5f2a61acff66,224
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/121.jpg,Non_Conjunctivitis,RETAINED,None,b182680477ace2235f78bb529b3faedb,232
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/122.jpg,Non_Conjunctivitis,RETAINED,None,c5fb0aa549114b248e6a23d6f9f6695e,667
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/123.jpeg,Non_Conjunctivitis,EXCLUDED,pHash_or_Conflict,58b0aa7b480530c5f09df8e85a8812c8,183
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/124.jpg,Non_Conjunctivitis,RETAINED,None,e65edf7a411c002e0f5dfcb02c5b5253,408
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/125.jpeg,Non_Conjunctivitis,RETAINED,None,180b731b8e9cc6d01397ca881377cef1,337
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/126.jpeg,Non_Conjunctivitis,RETAINED,None,8da3dca2d7d3bcb8a7fb4c0842e37a51,183
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/127.jpeg,Non_Conjunctivitis,RETAINED,None,8164a32e68fcc831d9c7c925ea270bc3,183
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/128.jpg,Non_Conjunctivitis,RETAINED,None,4310bf558924c40f9e10ac67e0a9047e,480
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/129.jpeg,Non_Conjunctivitis,RETAINED,None,1c71c028842f92bf17f1572de2a63946,194
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/13.jpg,Non_Conjunctivitis,RETAINED,None,67d9dd54468305e582637cb833cc6d80,279
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/130.jpg,Non_Conjunctivitis,RETAINED,None,23fb721606359ceb27ef2c751d26758f,427
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/131.jpg,Non_Conjunctivitis,RETAINED,None,791994854ff434f7564befdf256b5b73,2000
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/132.jpeg,Non_Conjunctivitis,RETAINED,None,406e886b2591e5ddc0e9c35980c93102,183
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/133.jpg,Non_Conjunctivitis,RETAINED,None,67a4ebf7e99cd74d2135a13174e57e8e,399
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/134.jpg,Non_Conjunctivitis,RETAINED,None,7fe933c58e9dd18979d86a749534dbff,729
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/135.jpg,Non_Conjunctivitis,RETAINED,None,2a1bf957d43e79a7087d6e00bb64434f,446
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/136.jpg,Non_Conjunctivitis,RETAINED,None,ff58448d2ccd47b1c586e6094ed2b366,480
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/137.jpeg,Non_Conjunctivitis,RETAINED,None,5da6fb124c2346cec4d9aff5a87341ee,168
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/138.jpg,Non_Conjunctivitis,RETAINED,None,e0b62f791175499cadf2e75d5164a898,602
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/139.jpg,Non_Conjunctivitis,RETAINED,None,bb9034824f92d59f71cb9ee6fa2612ef,540
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/14.jpg,Non_Conjunctivitis,RETAINED,None,27c051e09129e4fd183ddcb5409fa85f,957
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/140.jpg,Non_Conjunctivitis,RETAINED,None,7d8b2b937111f913220cfa26adfa6abe,333
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/141.jpg,Non_Conjunctivitis,RETAINED,None,8f8c054748f60f4b030296b2c7db6d5f,667
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/142.jpeg,Non_Conjunctivitis,RETAINED,None,339359f87704d88655962f981e480d83,176
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/143.jpg,Non_Conjunctivitis,RETAINED,None,b4af113d101f9cc76bcc442a735deec7,427
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/144.jpg,Non_Conjunctivitis,EXCLUDED,Exact_MD5_or_MD5_Label_Conflict,8848e15fd0255bf9713121c37de4339b,1609
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/145.jpg,Non_Conjunctivitis,RETAINED,None,4f346d869c333c3b17fbe14f114a9a97,366
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/146.jpg,Non_Conjunctivitis,EXCLUDED,Exact_MD5_or_MD5_Label_Conflict,2a1bf957d43e79a7087d6e00bb64434f,446
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/147.jpg,Non_Conjunctivitis,RETAINED,None,6cf4edd6e4289efbffd0912e3ccdb341,360
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/148.jpg,Non_Conjunctivitis,RETAINED,None,ccc10628ca2ec870beac04b790e8aa99,772
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/149.jpg,Non_Conjunctivitis,RETAINED,None,3be0e93bbd5acee6da452c225ced5166,232
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/15.jpg,Non_Conjunctivitis,RETAINED,None,bdd21d11d35f7fbfa884baf44e045379,575
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/150.jpg,Non_Conjunctivitis,RETAINED,None,8d40735ca87252028f36d759705f5cae,480
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/151.jpg,Non_Conjunctivitis,RETAINED,None,d17099b2d3a7eb68b9fb31e8def1bfc1,630
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/152.jpg,Non_Conjunctivitis,RETAINED,None,e0b1ce1d930621c6083a64049cc33c6c,1080
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/153.jpg,Non_Conjunctivitis,RETAINED,None,ef4b11d48b7829a7db62c6c6f1a90d49,1704
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/154.jpg,Non_Conjunctivitis,RETAINED,None,919270c39f1a4e4c21d2977e2047f3e8,500
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/155.jpg,Non_Conjunctivitis,RETAINED,None,f17874bf9a9cfa1f88364a6924c314f4,408
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/156.jpeg,Non_Conjunctivitis,RETAINED,None,8d948ef4f9bd5110b489cc33a51ac6f0,225
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/157.jpg,Non_Conjunctivitis,RETAINED,None,4a02b7502c5b9e1cf5b487e3b785d13e,1107
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/158.jpg,Non_Conjunctivitis,RETAINED,None,9f6dc6dc6ac2c2ffd1725a0ac4c10a02,1000
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/159.jpg,Non_Conjunctivitis,RETAINED,None,a8fac64df10e7eedf0db03fca73d62d2,683
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/16.jpg,Non_Conjunctivitis,RETAINED,None,505b3ed154dfebf4fe839d90f6496f70,1280
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/160.jpg,Non_Conjunctivitis,RETAINED,None,cd98c7a48b8592fad1ccfdc257981c1b,817
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/161.jpg,Non_Conjunctivitis,RETAINED,None,4ea8434c76aadb6fc61d15de26c498f1,800
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/162.jpg,Non_Conjunctivitis,RETAINED,None,8e8ac14d45f7f45b4bc783f7737669a8,682
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/163.jpg,Non_Conjunctivitis,RETAINED,None,24627f7d3ca0024657aaecaa10383502,1200
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/164.jpg,Non_Conjunctivitis,EXCLUDED,pHash_or_Conflict,c58ea7abe6f03d368240590e4830684c,405
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/165.jpg,Non_Conjunctivitis,EXCLUDED,Exact_MD5_or_MD5_Label_Conflict,8f8c054748f60f4b030296b2c7db6d5f,667
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/166.jpg,Non_Conjunctivitis,RETAINED,None,dcc1fec7be5d50d6c54571819fd2043c,800
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/167.jpg,Non_Conjunctivitis,EXCLUDED,Exact_MD5_or_MD5_Label_Conflict,4f346d869c333c3b17fbe14f114a9a97,366
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/168.jpg,Non_Conjunctivitis,RETAINED,None,aec55737531283fff3ca04aa33d8ad86,720
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/169.jpg,Non_Conjunctivitis,RETAINED,None,d2723706c44df54154e477b90a80ba16,375
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/17.jpg,Non_Conjunctivitis,RETAINED,None,f2cc83e5b110d9931f04e3f01b6a9d40,1078
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/170.jpeg,Non_Conjunctivitis,RETAINED,None,774d2b4b51e06a5b746a0cc9b12be406,183
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/171.jpeg,Non_Conjunctivitis,RETAINED,None,e171c1b965e070aa5b9d34199770cb17,203
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/172.jpeg,Non_Conjunctivitis,RETAINED,None,f544a8aedcc3e315fd0b852dbfda5b30,198
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/173.jpg,Non_Conjunctivitis,RETAINED,None,17484dc3e1be9b999d8d20cf7ad8a3f6,533
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/174.jpg,Non_Conjunctivitis,RETAINED,None,3e859114e20d6706068d56f33be72dcc,240
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/175.jpeg,Non_Conjunctivitis,RETAINED,None,160d5d740c89dfe83f6dab0694712636,201
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/176.jpeg,Non_Conjunctivitis,RETAINED,None,81a34d8f72fe2c7af0a54b467e012f4a,183
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/177.jpeg,Non_Conjunctivitis,RETAINED,None,5c1a98a3adfe027111695d97e08c3b41,183
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/178.jpeg,Non_Conjunctivitis,RETAINED,None,af3fc56221b4827531fd1c60aba53f05,159
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/179.jpg,Non_Conjunctivitis,RETAINED,None,543964a6463ae258ff730fea7a791809,320
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/18.jpg,Non_Conjunctivitis,RETAINED,None,04ade78f4fe8b7112259a676dd5e2855,400
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/180.jpg,Non_Conjunctivitis,EXCLUDED,Exact_MD5_or_MD5_Label_Conflict,cd352f38fedbaae97e09bce2d093154f,666
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/181.jpeg,Non_Conjunctivitis,RETAINED,None,93b6050596297ec60ccb865fa5af2cb2,186
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/19.jpg,Non_Conjunctivitis,RETAINED,None,bfcc37e3f3380759c650b280ee0908c5,183
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/2.jpg,Non_Conjunctivitis,RETAINED,None,95bbdba381f46718abe881ac1e94ec68,189
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/20.jpg,Non_Conjunctivitis,RETAINED,None,520fc95e4bf9c90491d9c78d13c49f2c,2549
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/21.jpg,Non_Conjunctivitis,RETAINED,None,017742864082150fe3182bcbb3ebfe19,1177
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/22.jpg,Non_Conjunctivitis,RETAINED,None,f579eafdb798cbef10206e0b7c17ef15,407
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/23.jpg,Non_Conjunctivitis,RETAINED,None,5ef0232d58cb54085626617c8131438c,520
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/24.jpg,Non_Conjunctivitis,RETAINED,None,824678cdc9fde30a9e5ae347999cf2b8,350
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/25.jpg,Non_Conjunctivitis,RETAINED,None,12aa2c604a3e7782510cc90aa643f984,360
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/26.jpg,Non_Conjunctivitis,RETAINED,None,8fbf2fa219d9b0f40bfc63c90896ad13,183
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/27.jpg,Non_Conjunctivitis,RETAINED,None,006570e305a28195c02f9486aab68921,224
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/28.jpg,Non_Conjunctivitis,RETAINED,None,00755bbb490aba9833472565ea96cde2,708
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/29.jpg,Non_Conjunctivitis,RETAINED,None,a0ecccfc9994708803d17c17413425ff,406
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/3.jpg,Non_Conjunctivitis,RETAINED,None,70d49a9ecbbc1ff6c4aefda1065e0171,300
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/30.jpg,Non_Conjunctivitis,RETAINED,None,5bdc74becc1c870bb80dd323452fc09e,950
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/31.jpg,Non_Conjunctivitis,RETAINED,None,1f5c8b7c15595343228d6f66fa9a1af1,225
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/32.jpg,Non_Conjunctivitis,RETAINED,None,6d3f345464105e013f07df5f365ec222,854
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/33.jpg,Non_Conjunctivitis,RETAINED,None,44abecb0f587a4836dd2ea9fde978c29,191
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/34.jpg,Non_Conjunctivitis,RETAINED,None,c55d9385390bc9249b4b97febf0cf1d5,1280
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/35.jpg,Non_Conjunctivitis,RETAINED,None,846774984568a811513a47c32e769946,407
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/36.jpg,Non_Conjunctivitis,EXCLUDED,pHash_or_Conflict,9ddc958ccf9a0278dfdf68af75dc2d19,172
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/37.jpg,Non_Conjunctivitis,RETAINED,None,f9fde2b7cb850e7c7d80f6b4c1b7f994,394
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/38.jpg,Non_Conjunctivitis,RETAINED,None,1198d331c3b42624139be67bc5e13540,225
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/39.jpg,Non_Conjunctivitis,RETAINED,None,8e5b746de8503767edd9dcf8171a95ca,473
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/4.jpg,Non_Conjunctivitis,RETAINED,None,fbef648da64cc1896a1ad191346b5827,183
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/40.jpg,Non_Conjunctivitis,RETAINED,None,077df24654c823fb551c5ad2461cb405,201
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/41.jpg,Non_Conjunctivitis,RETAINED,None,80d95ebf21dbd62fbb8ad4ffe84f926d,683
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/42.jpg,Non_Conjunctivitis,RETAINED,None,ee4b020de7bd353be80375b67c73fbaa,601
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/43.jpg,Non_Conjunctivitis,RETAINED,None,bb4d7debbfb9c577aacaf783698549b3,438
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/44.jpg,Non_Conjunctivitis,RETAINED,None,4193af9c3e1d415c4507815a2057e9a0,666
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/45.jpg,Non_Conjunctivitis,RETAINED,None,5c6c42b957d7d6b70533bc32c4541fdf,186
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/46.jpg,Non_Conjunctivitis,RETAINED,None,22d40bae7a2c35c750194c88508f62e7,666
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/47.jpg,Non_Conjunctivitis,RETAINED,None,ce619b2bda2063559e0b0ed343109e92,320
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/48.jpg,Non_Conjunctivitis,RETAINED,None,117bd449ab87a6457b30e32f0a41f458,159
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/49.jpg,Non_Conjunctivitis,RETAINED,None,8650618c0bff073a96fd73b9f18cd49e,201
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/5.jpg,Non_Conjunctivitis,RETAINED,None,9561bdb5de703f474cfee68fcef94463,173
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/50.jpg,Non_Conjunctivitis,RETAINED,None,cef12618c30452c9b5a61d7ff24ec39a,817
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/51.jpg,Non_Conjunctivitis,RETAINED,None,d7e34ae6ca9bc50cc86b7b2b2d2cf7b1,1107
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/52.jpg,Non_Conjunctivitis,RETAINED,None,310fdbf8feda8a7e435cb525b9b6b8c4,408
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/53.jpg,Non_Conjunctivitis,RETAINED,None,f4a6378376f75c64d5f30a0ceb2649ca,540
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/54.jpg,Non_Conjunctivitis,RETAINED,None,7755860f963a04e42a2f065864078cb6,602
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/55.jpg,Non_Conjunctivitis,RETAINED,None,cb3825d8d3894f7a7ed20349b456afeb,168
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/56.jpg,Non_Conjunctivitis,RETAINED,None,d4ed7c346a6df911a84cc876f42f0beb,480
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/57.jpg,Non_Conjunctivitis,RETAINED,None,1297168027cf03bdd3aad691b244988f,446
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/58.jpg,Non_Conjunctivitis,RETAINED,None,56f8e183317fee27a51400cfbcbe6b88,729
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/59.jpg,Non_Conjunctivitis,RETAINED,None,33e483a104a1d47f9e3c2527909aba5a,399
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/6.jpg,Non_Conjunctivitis,RETAINED,None,f03fdac265702d7add3a2a4c47b1b76d,187
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/60.jpg,Non_Conjunctivitis,RETAINED,None,1412683ac56b64a6d492af617dde88a0,183
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/61.jpg,Non_Conjunctivitis,RETAINED,None,992a33cca1100e19214505f92b2fc238,2000
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/62.jpg,Non_Conjunctivitis,RETAINED,None,57742cb2fba97d6b8f5210a8edd476d4,427
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/63.jpg,Non_Conjunctivitis,RETAINED,None,8f7e46917b51a7f446bf1c31163af1ee,194
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/64.jpg,Non_Conjunctivitis,RETAINED,None,3818c88d43324e2a16366e794054f5df,183
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/65.jpg,Non_Conjunctivitis,RETAINED,None,aaa79a0c7e057e2d93d707454bd0907d,183
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/66.jpg,Non_Conjunctivitis,RETAINED,None,8010c33d41337a0fb75a734804ba15d1,408
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/67.jpg,Non_Conjunctivitis,RETAINED,None,bf1b7d1be3a80d2d902860407ac98e02,406
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/68.jpg,Non_Conjunctivitis,EXCLUDED,pHash_or_Conflict,488be0ff4b8572e418e07772e97f5956,423
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/69.jpg,Non_Conjunctivitis,EXCLUDED,pHash_or_Conflict,26be49efd05b8c0dbfffa101af1bd1dc,558
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/7.jpg,Non_Conjunctivitis,RETAINED,None,1619165edc44a19c52eeacf6d08360de,225
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/70.jpg,Non_Conjunctivitis,EXCLUDED,pHash_or_Conflict,8be5b90342f58f2046627b8f358bd5d7,183
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/71.jpg,Non_Conjunctivitis,RETAINED,None,2c7d2a5de08a65ea46a569f267cfd3b6,183
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/72.jpg,Non_Conjunctivitis,RETAINED,None,fe73651b338c822ccafce39eff56b972,139
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/73.jpg,Non_Conjunctivitis,RETAINED,None,49b8ee77febe91cfd45461d9b330d402,300
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/74.jpg,Non_Conjunctivitis,RETAINED,None,3cd46c66ac28aa95433b20ff3c7e3df8,659
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/75.jpg,Non_Conjunctivitis,RETAINED,None,4af4033cba8f1dd78b33b2bed849dc2f,183
/kaggle/input/datasets/alisofiya/conjunctivitis/Dataset/healthy_eye/76.jpg,Non_Conjunctivitis,RETAINED,None,669c38ebc3327646f71d7972d662e0bb,173
